original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
Shaun of the Dead,0,1,4000000.0,14.902948,3,99.0,1,7.5,2479.0,30039392.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,8,17,22
Alexander's Ragtime Band,0,1,2000000.0,0.632261,1,106.0,1,4.8,6.0,4000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1938,1,11,28
Orca: The Killer Whale,0,1,6000000.0,5.253453,1,92.0,1,5.5,69.0,14717854.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1977,1,12,11
1492: Conquest of Paradise,0,1,47000000.0,11.618792,5,154.0,1,6.1,180.0,7191399.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1992,9,58,18
Shark Tale,0,1,75000000.0,17.999273,1,90.0,1,5.8,1612.0,367275019.0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2004,3,76,16
Ladder 49,0,1,60000000.0,7.650411,1,115.0,1,6.2,213.0,74541707.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,5,101,10
Raise Your Voice,0,1,15000000.0,4.387004,1,103.0,2,6.0,221.0,14867514.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004,4,13,12
Taxi,0,1,25000000.0,7.745017,2,97.0,3,4.8,245.0,36609966.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,3,93,18
Primer,0,1,7000.0,7.15307,1,77.0,1,6.9,671.0,424760.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,6,19
Shall We Dance?,0,1,50000000.0,9.082538,1,107.0,1,5.9,308.0,170128460.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2004,1,13,18
Team America: World Police,0,1,32000000.0,11.428941,2,98.0,4,6.6,667.0,50907422.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,2004,2,28,6
Cannonball,0,1,780000.0,2.096666,2,93.0,2,5.7,20.0,1500000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1976,4,13,52
Friday Night Lights,0,1,30000000.0,13.041943,1,118.0,2,7.0,154.0,61255921.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,4,49,17
Tarnation,0,1,218.0,1.620207,1,91.0,1,7.5,22.0,1162014.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2003,0,9,5
Surviving Christmas,0,1,45000000.0,8.698971,1,91.0,1,5.1,107.0,14793624.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,3,5,15
The Grudge,1,1,10000000.0,9.740827,2,92.0,2,5.8,889.0,183474602.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2004,5,73,15
Alfie,0,1,60000000.0,10.411608,2,103.0,1,5.5,255.0,13395939.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2,18,17
Sideways,0,1,16000000.0,12.646518,1,126.0,2,6.9,484.0,109502303.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2004,3,28,18
The Machinist,0,1,5000000.0,10.737565,2,101.0,1,7.3,1280.0,8203235.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,5,10,13
Saw,1,1,1200000.0,23.508433,1,103.0,1,7.2,2255.0,103911669.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2004,4,67,17
Ray,0,1,40000000.0,10.603762,1,152.0,1,7.2,481.0,124731534.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004,4,36,24
The Incredibles,1,1,92000000.0,22.220214,1,115.0,2,7.4,5290.0,631442092.0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2004,2,85,44
The Polar Express,0,1,165000000.0,14.27536,1,100.0,1,6.4,1524.0,305875730.0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,2004,3,147,10
Seed of Chucky,1,1,12000000.0,15.216315,2,87.0,1,4.9,302.0,24829644.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2004,1,9,14
After the Sunset,0,1,60000000.0,11.945666,1,97.0,1,6.0,227.0,61347797.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2004,3,23,35
Bridget Jones: The Edge of Reason,1,1,50000000.0,7.78817,5,108.0,3,6.1,775.0,40203020.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,6,86,43
Finding Neverland,0,1,25000000.0,15.529604,2,106.0,1,7.2,1269.0,116766556.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,2,13,20
Veer-Zaara,0,0,7000000.0,3.319516,1,192.0,1,7.5,67.0,29385320.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,15,13
National Treasure,1,1,100000000.0,18.932203,1,131.0,3,6.4,1974.0,347451894.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2004,4,125,38
La mala educación,0,0,5000000.0,7.66414,1,106.0,1,7.1,223.0,40266982.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,3,12,20
The SpongeBob SquarePants Movie,1,1,30000000.0,11.213712,1,87.0,1,6.7,593.0,140161792.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2004,3,31,10
Alexander,0,1,155000000.0,13.498641,6,175.0,1,5.6,957.0,167298192.0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2004,8,167,51
Closer,0,1,27000000.0,10.860952,1,104.0,1,6.7,845.0,115505027.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,44,18
Ocean's Twelve,1,1,110000000.0,11.869347,1,125.0,5,6.4,2169.0,362744280.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2004,5,109,27
Blade: Trinity,1,1,65000000.0,18.860681,1,123.0,2,5.7,1276.0,128905366.0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,2004,6,155,20
The Bellboy,0,1,900000.0,2.738268,1,72.0,1,6.1,22.0,10000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,2,8,10
Cinderfella,0,1,3000000.0,2.395067,1,91.0,2,6.7,25.0,7100000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1960,2,2,8
Stateside,0,1,16000000.0,1.054438,2,97.0,2,5.6,12.0,174318.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004,4,11,10
Fire in the Sky,0,1,19885552.0,6.118228,1,109.0,1,6.5,128.0,19724334.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1993,1,54,15
The Cheat,0,1,17311.0,0.680407,1,59.0,0,4.8,11.0,137365.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1915,1,8,11
The Big Parade,0,1,245000.0,2.084627,1,151.0,0,7.0,22.0,22000000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1925,1,10,11
She Done Him Wrong,0,1,200000.0,1.840758,1,66.0,1,5.2,28.0,2200000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1933,1,4,14
The Informer,0,1,243000.0,2.000496,1,91.0,1,6.5,23.0,950000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1935,1,4,9
Boom Town,0,1,2000000.0,1.52854,1,119.0,1,6.5,8.0,9172000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1940,1,20,75
A Guy Named Joe,0,1,2627000.0,0.662665,1,120.0,1,6.0,8.0,5363000.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1944,1,17,14
3 Godfathers,0,1,1243000.0,3.803268,1,106.0,2,6.1,39.0,2841000.0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1948,2,29,29
Fort Apache,0,1,2500000.0,5.499979,1,125.0,2,6.8,68.0,3000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1948,1,27,33
The Pirate,0,1,3700000.0,1.830178,1,102.0,1,6.6,17.0,2956000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1948,1,6,12
Annie Get Your Gun,0,1,3768785.0,2.090588,1,107.0,1,7.3,22.0,8000000.0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1950,1,4,6
The Nun's Story,0,1,3500000.0,3.473993,1,149.0,1,7.4,46.0,12800000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1959,1,25,33
Eegah,0,1,15000.0,1.274228,1,90.0,1,2.8,18.0,3274.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1962,1,7,7
Mutiny on the Bounty,0,1,19000000.0,5.857488,1,178.0,2,6.5,68.0,13680000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1962,2,10,10
La battaglia di Algeri,0,0,800000.0,11.322173,2,121.0,4,7.8,167.0,921548.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1966,2,30,8
Dracula: Prince of Darkness,1,1,280379.0,8.913793,1,90.0,1,6.1,54.0,364937.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1966,2,14,14
Major Dundee,0,1,3800000.0,3.055936,1,123.0,3,6.2,41.0,14873.0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1965,2,12,14
The Train,0,1,5800000.0,4.412564,2,133.0,2,7.2,74.0,6800000.0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1964,3,14,24
La mariée était en noir,0,0,747000.0,2.775402,2,107.0,1,7.3,41.0,44566.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1968,3,10,17
Point Blank,0,1,2500000.0,5.352165,1,92.0,1,7.1,97.0,3200000.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1967,2,30,25
Zabriskie Point,0,1,7000000.0,6.258456,1,113.0,1,7.1,78.0,1000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,1,14,9
Sweet Sweetback's Baadasssss Song,0,1,150000.0,1.435148,1,97.0,1,4.7,19.0,15200000.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1971,1,8,14
"Farewell, My Lovely",0,1,2500000.0,3.875842,1,95.0,1,6.8,26.0,2000000.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1975,2,9,18
Silver Streak,0,1,6500000.0,8.254209,1,114.0,1,6.8,101.0,51079064.0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1976,3,16,31
High Anxiety,0,1,3400000.0,5.101153,1,94.0,2,6.5,86.0,31063038.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1977,2,10,13
Sorcerer,0,1,22000000.0,13.966833,1,121.0,4,7.5,104.0,12000000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1977,3,9,14
The In-Laws,0,1,9000000.0,3.336115,1,103.0,1,6.7,26.0,38200000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1979,1,8,14
Pelle Svanslös,0,0,48740.0,0.545722,1,81.0,2,5.7,7.0,955401.0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1981,4,9,14
Blue Thunder,0,1,22000000.0,10.456371,1,109.0,1,5.9,117.0,42313354.0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1983,2,18,14
Rumble Fish,0,1,10000000.0,8.20519,1,94.0,1,6.8,141.0,2494480.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1983,1,11,17
Twilight Zone: The Movie,0,1,10000000.0,5.836054,1,101.0,4,6.2,164.0,29450919.0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1983,1,8,19
Racing with the Moon,0,1,9000000.0,10.941991,1,108.0,1,5.8,15.0,6045657.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1984,2,10,8
Bliss,0,1,3400000.0,0.40319,1,112.0,1,5.2,5.0,660537.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1985,2,1,17
Mishima: A Life in Four Chapters,0,1,5000000.0,8.591834,2,121.0,2,7.7,37.0,502758.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1985,4,13,54
Club Paradise,0,1,15000000.0,4.079853,1,96.0,1,4.3,20.0,12308521.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1986,1,21,15
Solarbabies,0,1,25000000.0,1.278665,1,94.0,1,5.1,12.0,1579260.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1986,2,47,15
Prince of Darkness,0,1,3000000.0,8.587231,1,101.0,2,6.6,192.0,14182492.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1987,4,17,17
Prison,0,1,1300000.0,11.582419,1,102.0,1,6.7,27.0,354704.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1988,1,9,15
魔女の宅急便,0,0,6900000.0,12.220581,1,103.0,1,7.6,768.0,18172849.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1989,2,15,34
Cry-Baby,0,1,11000000.0,8.290384,1,85.0,1,6.4,289.0,8266343.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1990,2,7,15
Frankenhooker,0,1,2500000.0,5.097791,1,85.0,2,5.7,65.0,205068.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1990,2,28,46
Hard to Kill,0,1,10000000.0,7.176601,1,96.0,1,5.6,141.0,47410000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,1,8,24
Havana,0,1,40000000.0,10.10753,1,144.0,2,5.5,20.0,9243140.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,2,25,18
Lionheart,0,1,6000000.0,4.619068,1,105.0,1,5.9,179.0,24078196.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1990,2,12,8
Closet Land,0,1,4000000.0,1.456755,1,94.0,1,6.6,11.0,259012.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1991,2,5,2
Dutch,0,1,17000000.0,8.237799,1,107.0,1,6.4,66.0,4603929.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1991,2,8,8
Mannequin Two: On the Move,1,1,13000000.0,2.62835,1,95.0,1,4.6,28.0,3752426.0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1991,1,22,65
Out for Justice,0,1,14000000.0,6.892056,1,91.0,3,5.9,113.0,39673161.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,3,2,17
Diggstown,0,1,17000000.0,3.622179,1,98.0,1,6.5,31.0,4836637.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1992,2,3,22
Fortress,1,1,8000000.0,5.970749,2,95.0,1,5.7,171.0,6739141.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1992,3,49,16
Josh and S.A.M.,0,1,18000000.0,0.768367,1,96.0,1,5.0,4.0,1528163.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1993,3,6,10
Philadelphia Experiment II,1,1,5000000.0,1.155075,1,97.0,2,5.0,15.0,2970.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1993,1,17,18
Beowulf,0,1,20000000.0,7.745765,2,95.0,2,4.4,52.0,1531251.0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1999,1,11,9
A Place Called Chiapas,0,1,891000.0,0.179246,1,89.0,2,6.9,5.0,229000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1998,0,1,1
दिल से,0,0,5200000.0,1.891138,1,163.0,3,6.7,29.0,13000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,2,18,21
Kuch Kuch Hota Hai,0,0,1530000.0,6.441119,1,185.0,1,7.5,93.0,15306000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1998,0,6,13
2046,1,0,12000000.0,7.157169,5,129.0,3,6.9,208.0,19271312.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2004,4,12,12
特務迷城,0,0,25697387.0,3.136813,1,87.0,6,5.9,120.0,3849941.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2001,0,8,12
Dil Chahta Hai,0,1,2079000.0,4.558793,1,183.0,3,7.1,71.0,4099000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2001,1,4,10
복수는 나의 것,1,0,4000000.0,6.314697,1,121.0,1,7.3,302.0,1954937.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,2,14,8
A Sound of Thunder,0,1,80000000.0,4.980191,4,110.0,2,4.8,111.0,5989640.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,16,31,20
Lemony Snicket's A Series of Unfortunate Events,0,1,140000000.0,12.817945,2,108.0,1,6.7,1521.0,209073645.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2004,6,116,21
Country of My Skull,0,1,12000000.0,1.14196,3,103.0,2,7.1,7.0,163536.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,2,7,8
Tasogare Seibei,1,0,5000000.0,4.281103,1,129.0,1,7.5,95.0,7338987.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2002,1,16,15
Foolproof,0,1,8256269.0,7.474007,1,97.0,1,6.3,49.0,460978.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,8,14,15
올드보이,1,0,3000000.0,10.616859,1,120.0,1,8.0,2000.0,14980005.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2003,2,16,13
The Jacket,0,1,29000000.0,12.092096,2,103.0,1,6.8,459.0,21126225.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2005,7,20,22
Mar adentro,0,0,12806000.0,14.69768,3,125.0,2,7.2,224.0,38535221.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,11,72,22
Spanglish,0,1,80000000.0,11.202764,1,130.0,2,5.8,375.0,55041367.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,2,109,14
The Interpreter,0,1,80000000.0,12.047671,4,128.0,3,6.2,400.0,162944923.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6,107,21
Open Water,1,1,130000.0,10.652818,1,79.0,1,5.3,320.0,54667954.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,25,6
Layer Cake,0,1,6500000.0,9.642214,1,105.0,2,7.0,565.0,11850214.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,2,18,19
Flight of the Phoenix,0,1,45000000.0,15.434731,1,113.0,1,5.7,282.0,21009180.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2004,4,120,16
Mean Creek,0,1,500000.0,12.428269,1,90.0,1,6.9,110.0,603943.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,1,13,7
The Ring Two,1,1,50000000.0,16.15818,1,110.0,1,5.5,646.0,161451538.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2005,3,106,17
The Visual Bible: The Gospel of John,0,1,10000000.0,1.551648,2,125.0,1,8.2,12.0,4069090.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2003,3,16,18
Бумер,1,0,700000.0,1.400186,1,110.0,1,6.0,18.0,1600000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003,2,3,10
She Hate Me,0,1,8000000.0,5.126696,1,138.0,3,5.1,29.0,365134.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2004,1,1,11
Born into Brothels,0,1,350000.0,2.96237,1,85.0,2,6.7,61.0,3515061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,5,2,5
Riding Giants,0,1,2600000.0,2.203949,2,105.0,1,7.6,23.0,3166000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2004,0,8,14
A Scanner Darkly,0,1,8700000.0,11.643026,1,100.0,1,6.8,540.0,7659918.0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2006,4,26,16
キャシャーン,0,0,6000000.0,4.664474,1,141.0,2,5.7,74.0,1530216.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2004,0,11,8
Million Dollar Baby,0,1,30000000.0,14.471373,1,132.0,2,7.7,2519.0,216763646.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,5,81,49
Hotel Rwanda,0,1,17500000.0,10.262332,5,121.0,2,7.5,805.0,38000000.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2004,8,41,28
Charlie and the Chocolate Factory,0,1,150000000.0,22.038405,3,115.0,1,6.7,3759.0,474968763.0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2005,6,115,32
The Life Aquatic with Steve Zissou,0,1,50000000.0,6.936677,1,119.0,7,7.1,781.0,34808403.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2004,2,21,16
The Aviator,0,1,116000000.0,9.86738,1,170.0,1,7.0,1526.0,102000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,8,149,65
The Phantom of the Opera,0,1,70000000.0,7.682562,2,143.0,2,7.0,448.0,154648887.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2004,4,22,9
Meet the Fockers,1,1,80000000.0,11.876386,1,115.0,1,6.1,1412.0,516642939.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,4,99,19
White Noise,1,1,10000000.0,6.143324,3,101.0,1,5.6,267.0,91196419.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2005,9,84,20
Testament,0,1,1500000.0,8.923953,1,90.0,1,6.3,29.0,2044892.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1983,3,8,12
Hell's Angels,0,1,3950000.0,5.276546,1,127.0,3,6.1,19.0,8000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1930,1,6,9
Man Trouble,0,1,30.0,0.83333,2,100.0,1,4.7,11.0,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1992,4,17,16
Sergeant York,0,1,1400000.0,3.336494,1,134.0,1,7.1,47.0,16361885.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1941,1,36,97
Wizards,0,1,1200000.0,2.914738,1,80.0,1,6.4,42.0,9000000.0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1977,2,8,4
アップルシード,1,0,10000000.0,8.278525,1,101.0,1,6.8,116.0,1461989.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2004,8,18,12
Elektra,0,1,43000000.0,13.802674,2,97.0,2,4.9,590.0,56681566.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,8,111,20
Racing Stripes,0,1,30000000.0,4.817052,2,102.0,1,5.1,127.0,93772522.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,1,8,26
Coach Carter,0,1,30000000.0,11.093737,2,136.0,1,7.3,510.0,76669806.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,18,10
A Star Is Born,0,1,6000000.0,2.447359,1,139.0,1,5.7,22.0,161000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1976,2,18,10
Beastmaster 2: Through the Portal of Time,1,1,6000000.0,4.038283,1,107.0,1,4.6,17.0,869325.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1991,2,19,23
The Chase,0,1,26000000.0,14.362544,1,89.0,1,5.6,89.0,8009329.0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1994,3,7,19
Der Untergang,0,0,18339750.0,7.69224,3,156.0,3,7.7,1059.0,92180910.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2004,7,59,62
Assault on Precinct 13,0,1,30000000.0,11.552956,2,109.0,3,6.0,318.0,35294470.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4,104,24
Are We There Yet?,1,1,32000000.0,9.756822,1,95.0,1,5.2,227.0,97918663.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2005,3,14,13
Alone in the Dark,1,1,20000000.0,5.871243,3,96.0,2,3.1,174.0,10442808.0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2005,5,13,29
Hide and Seek,0,1,25000000.0,6.102059,1,101.0,1,6.1,455.0,122644820.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,2005,4,34,10
Boogeyman,1,1,20000000.0,9.704289,1,89.0,3,4.6,194.0,67192859.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2005,4,47,17
The Wedding Date,0,1,15000000.0,5.615303,1,88.0,1,6.2,238.0,47175038.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,12,10
Double Dragon,0,1,3500000.0,5.190767,1,89.0,2,3.9,65.0,2341309.0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1994,1,19,14
ハウルの動く城,0,0,24000000.0,16.136048,1,119.0,1,8.2,2049.0,234710455.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2004,5,21,10
Assisted Living,0,1,500.0,0.261278,1,78.0,1,7.5,1.0,41.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,0,6,7
