original_title,belongs_to_collection,original_language,budget,popularity,production_countries,runtime,spoken_languages,vote_average,vote_count,revenue,Foreign,Science Fiction,Romance,Action,Crime,Thriller,Family,Fantasy,Western,War,Horror,History,Animation,Comedy,Adventure,Mystery,Documentary,Music,Drama,release_year,production_companies_count,crew,cast
Hitch,0,1,70000000.0,13.35076,1,118.0,1,6.3,1721.0,368100420.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,2,8,17
Inside Deep Throat,0,1,2000000.0,3.21768,1,92.0,1,6.8,31.0,653621.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2005,0,14,4
Constantine,1,1,100000000.0,9.615691,2,121.0,3,6.6,1837.0,230884728.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2005,9,177,16
Because of Winn-Dixie,0,1,14000000.0,6.067722,1,106.0,1,6.1,63.0,32645546.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2005,1,3,15
Ночной дозор,1,0,4200000.0,8.803869,1,114.0,2,6.3,212.0,32000000.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2004,4,12,18
Samson and Delilah,0,1,3000000.0,2.528638,1,128.0,1,6.1,32.0,11500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1949,1,22,18
功夫,0,0,20000000.0,8.636632,2,99.0,1,7.2,841.0,100914445.0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2004,1,19,17
Cursed,0,1,35000000.0,8.949722,2,97.0,1,5.1,168.0,19294901.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2005,4,163,16
The Pacifier,0,1,56000000.0,7.81645,2,95.0,2,5.8,865.0,113006880.0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,2005,2,14,76
Be Cool,1,1,53000000.0,13.314233,1,118.0,2,5.4,296.0,95226116.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,4,18,59
Hostage,0,1,52000000.0,9.686638,2,113.0,1,6.2,519.0,77944725.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,7,95,14
Robots,0,1,75000000.0,12.949715,1,91.0,2,6.0,1383.0,260696994.0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2005,2,58,20
Bopha!,0,1,12000000.0,0.074126,1,120.0,1,0.0,0.0,212483.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1993,0,4,6
Once Upon a Forest,0,1,13000000.0,3.14419,2,71.0,1,6.2,24.0,6582052.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1993,2,4,15
The Green Berets,0,1,7000000.0,9.391981,1,142.0,4,5.8,34.0,11000000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1968,1,14,13
Ice Princess,0,1,25000000.0,9.313354,2,98.0,1,5.9,189.0,27645491.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2005,3,3,15
Guess Who,0,1,35000000.0,6.71898,1,105.0,4,5.5,230.0,68915888.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,4,30,7
Woman Thou Art Loosed,0,1,3000000.0,0.129004,1,94.0,1,5.0,3.0,6804016.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,0,2,5
Walker,0,1,5800000.0,1.799311,3,94.0,1,6.4,16.0,257043.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1987,3,26,17
The Ballad of Jack and Rose,0,1,1500000.0,4.173231,1,111.0,1,6.5,43.0,712294.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,4,2,9
Sin City,1,1,40000000.0,15.010525,1,124.0,1,7.2,2755.0,158733820.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,3,99,52
Beauty Shop,0,1,25000000.0,6.795949,1,105.0,1,5.4,118.0,36351350.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,1,6,14
Sahara,0,1,130000000.0,8.946243,4,124.0,3,5.7,440.0,119269486.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,2005,10,107,16
Fever Pitch,0,1,30000000.0,6.734065,2,103.0,3,5.9,186.0,50451307.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,6,26,30
Rhinestone,0,1,28000000.0,5.415639,1,111.0,1,4.9,33.0,21435321.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1984,1,12,8
Hawaii,0,1,15000000.0,3.210693,1,189.0,1,5.8,13.0,34562222.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1966,1,13,18
Wilson,0,1,2995000.0,0.773081,1,154.0,1,5.5,2.0,2000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1944,1,11,20
The Hitchhiker's Guide to the Galaxy,0,1,50000000.0,13.257255,1,109.0,1,6.6,1340.0,104478416.0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2005,4,27,20
The Amityville Horror,1,1,19000000.0,13.088552,1,90.0,1,6.0,606.0,108047131.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2005,4,26,18
Napola – Elite für den Führer,0,0,4500000.0,5.69684,1,117.0,1,7.3,74.0,3764219.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,3,10,12
The Frisco Kid,0,1,9200000.0,7.085212,1,114.0,2,6.0,38.0,9346177.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1979,1,18,9
A Lot Like Love,0,1,30000000.0,10.596719,1,107.0,1,6.5,329.0,42886719.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,4,33,14
xXx: State of the Union,1,1,60000000.0,19.144611,1,101.0,1,4.7,565.0,71073932.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,2005,3,111,15
Kingdom of Heaven,0,1,130000000.0,16.296471,5,144.0,4,6.6,1187.0,211643158.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2005,10,114,20
House of Wax,0,1,40000000.0,7.163099,1,113.0,2,5.5,696.0,68766121.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,3,96,15
Crash,0,1,6500000.0,9.785147,2,112.0,5,7.2,1172.0,98410061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,8,40,52
San Francisco,0,1,1300000.0,0.770164,1,115.0,1,7.0,13.0,5273000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1936,1,12,22
Unleashed,0,1,45000000.0,7.90583,3,103.0,3,6.6,531.0,50871113.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,7,27,23
Star Wars: Episode III - Revenge of the Sith,1,1,113000000.0,13.165421,1,140.0,1,7.1,4200.0,850000000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,1,15,60
Kicking & Screaming,0,1,45000000.0,9.875573,1,95.0,2,5.6,179.0,56070433.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2005,1,27,20
Monster-in-Law,0,1,43000000.0,6.328385,2,101.0,3,5.6,413.0,154749918.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,4,15,18
9 Songs,0,1,1000000.0,18.847707,1,66.0,1,5.1,103.0,1574623.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2004,1,9,12
Madagascar,1,1,75000000.0,16.136217,1,86.0,5,6.6,3322.0,532680671.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2005,3,55,21
Airborne,0,1,2600000.0,11.600224,1,91.0,1,6.1,20.0,2850263.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1993,0,14,13
Dominion: Prequel to the Exorcist,1,1,30000000.0,7.892677,1,117.0,1,4.8,77.0,251495.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,1,14,27
The Longest Yard,0,1,82000000.0,7.349843,1,113.0,1,6.2,804.0,190320568.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,5,104,32
Most Wanted,0,1,25000000.0,10.323838,1,99.0,1,5.8,27.0,11838218.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1997,2,2,15
Cinderella Man,0,1,88000000.0,6.363884,1,144.0,1,7.3,630.0,108539911.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,5,45,68
The Sisterhood of the Traveling Pants,1,1,25000000.0,9.263965,1,119.0,3,6.3,396.0,39053061.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,3,15,34
Lords of Dogtown,0,1,25000000.0,4.350049,2,107.0,2,7.0,215.0,13411957.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,2,9,20
Mr. & Mrs. Smith,0,1,110000000.0,15.724373,1,120.0,2,6.5,3048.0,478207520.0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,5,19,15
The Adventures of Sharkboy and Lavagirl,0,1,50000000.0,6.477862,1,92.0,1,4.4,278.0,69425966.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2005,1,64,8
It's All Gone Pete Tong,0,1,2000000.0,2.812182,2,90.0,1,7.1,53.0,120620.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2004,0,10,11
Quo Vadis,0,1,8250000.0,11.840985,1,171.0,1,7.0,64.0,30000000.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1951,1,11,76
Batman Begins,1,1,150000000.0,28.505341,2,140.0,3,7.5,7511.0,374218673.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,6,137,113
Herbie Fully Loaded,1,1,50000000.0,9.35239,1,101.0,1,5.1,559.0,66002004.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,2005,2,109,16
Land of the Dead,1,1,15000000.0,9.478117,3,93.0,5,6.0,395.0,46770602.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,4,77,32
Bewitched,0,1,85000000.0,9.276085,1,102.0,2,4.8,463.0,131426169.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2005,3,13,19
Somebody Up There Likes Me,0,1,1920000.0,2.747776,1,113.0,1,6.8,30.0,3360000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1956,1,24,97
An Unmarried Woman,0,1,2515000.0,1.148295,1,124.0,1,6.1,17.0,24000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1978,1,7,17
War of the Worlds,0,1,132000000.0,19.929377,1,116.0,1,6.2,2397.0,591739379.0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,4,164,29
La Marche de l'empereur,0,0,8000000.0,9.435123,1,80.0,2,6.9,371.0,127392239.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2005,7,9,4
Rebound,0,1,45000000.0,4.373457,1,103.0,1,5.2,96.0,16809014.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,10,17
Dark Water,0,1,30000000.0,6.53565,1,105.0,1,5.3,275.0,25473093.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2005,4,17,12
Fantastic Four,1,1,100000000.0,19.382082,2,106.0,1,5.5,3040.0,330579719.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2005,5,135,19
Murderball,0,1,300000.0,1.687901,1,88.0,1,6.9,23.0,1750211.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2005,1,3,5
Wedding Crashers,0,1,40000000.0,11.100597,1,119.0,1,6.4,1406.0,285176741.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,34,21
Les Poupées Russes,1,0,13000000.0,6.361343,2,129.0,1,6.8,156.0,23727301.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,6,5,27
Hustle & Flow,0,1,8000000.0,7.422267,1,116.0,1,6.9,101.0,23563727.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,1,29,15
Hardware,0,1,1500000.0,6.026159,2,93.0,1,5.6,88.0,5728953.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,3,23,20
The Island,0,1,126000000.0,11.443647,1,136.0,1,6.5,1813.0,162949164.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,3,55,41
Bad News Bears,0,1,30000000.0,4.469459,1,113.0,2,5.7,73.0,34252847.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2005,1,4,12
Sky High,0,1,35000000.0,8.061423,1,100.0,1,5.8,568.0,86369815.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2005,3,40,20
Stealth,0,1,135000000.0,13.89018,1,121.0,5,4.9,341.0,76932943.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5,106,23
Must Love Dogs,0,1,30000000.0,9.378926,1,98.0,2,5.8,142.0,58405313.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,14,20
Serenity,0,1,39000000.0,11.919995,1,119.0,2,7.4,1287.0,38869464.0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2,19,44
Broken Flowers,0,1,10000000.0,6.589304,2,105.0,1,6.8,359.0,45742101.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,2005,3,14,19
The Heart is Deceitful Above All Things,0,1,74050.0,2.789574,4,98.0,1,5.7,38.0,176153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,10,13,17
Man-Thing,0,1,7500000.0,6.11959,2,97.0,1,4.0,38.0,143000.0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,3,54,15
The Dukes of Hazzard,1,1,50000000.0,9.039467,1,104.0,1,5.1,321.0,110803676.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2005,4,115,22
Deuce Bigalow: European Gigolo,1,1,22000000.0,5.341117,1,83.0,4,4.6,232.0,22400154.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,75,10
The Skeleton Key,0,1,43000000.0,10.947957,2,104.0,1,6.4,588.0,91974818.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,2005,6,99,20
Four Brothers,0,1,45000000.0,6.84109,1,109.0,2,6.7,617.0,92374674.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,2,57,21
The Great Raid,0,1,80000000.0,14.987902,1,132.0,2,6.8,91.0,10166502.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2005,2,116,56
The 40 Year Old Virgin,0,1,26000000.0,11.519662,1,116.0,2,6.2,2020.0,109449237.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,2,7,67
Red Eye,0,1,26000000.0,6.336927,1,85.0,2,6.2,471.0,57891803.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,3,35,24
Dilwale Dulhania Le Jayenge,0,0,13200000.0,34.457024,1,190.0,1,9.1,661.0,100000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1995,1,30,27
Valiant,0,1,35000000.0,11.836827,1,76.0,1,5.2,239.0,19478106.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2005,2,4,15
The Brothers Grimm,0,1,88000000.0,15.66148,3,118.0,4,5.6,847.0,105316267.0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,2005,8,110,20
The Cave,0,1,30000000.0,8.077253,2,97.0,2,5.2,204.0,15007991.0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,2005,5,69,15
Undiscovered,0,1,9000000.0,1.494688,1,97.0,1,4.5,13.0,1046166.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,3,6,15
The Constant Gardener,0,1,25000000.0,11.556484,4,129.0,4,6.9,428.0,82466670.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,7,72,20
Transporter 2,1,1,32000000.0,11.359659,1,87.0,3,6.2,1076.0,85167639.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,7,17,10
Just Like Heaven,0,1,58000000.0,8.351773,1,95.0,3,6.5,595.0,102854431.0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2005,3,64,42
Proof,0,1,20000000.0,7.983902,1,100.0,1,6.2,182.0,7535331.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,3,35,14
Lord of War,0,1,42000000.0,8.745216,3,122.0,8,7.0,1356.0,24127895.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,6,16,20
Cry_Wolf,0,1,1000000.0,9.454335,1,90.0,3,5.6,127.0,10047674.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,1,16,20
Everything is Illuminated,0,1,7000000.0,7.738924,1,106.0,3,7.4,251.0,2697930.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,4,24,14
Doom,0,1,60000000.0,11.953553,4,105.0,2,5.0,619.0,55987321.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2005,7,76,15
Domino,0,1,50000000.0,6.394143,3,127.0,2,6.0,450.0,22944502.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,5,29,26
Waiting...,1,1,3000000.0,5.054419,1,94.0,2,6.2,241.0,18637690.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2005,2,13,28
Æon Flux,0,1,62000000.0,12.201912,1,93.0,1,5.4,717.0,52304001.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,6,21,52
An Unfinished Life,0,1,30000000.0,7.761954,2,108.0,2,6.7,165.0,18618284.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,7,34,15
The Exorcism of Emily Rose,0,1,19000000.0,10.966015,1,122.0,1,6.3,675.0,144216468.0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,2005,3,62,20
Flightplan,0,1,55000000.0,12.419851,1,98.0,6,6.1,796.0,223387299.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,2,12,15
Corpse Bride,0,1,40000000.0,12.920032,1,77.0,1,7.2,1957.0,117195061.0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,2005,4,77,16
A History of Violence,0,1,32000000.0,11.119707,3,96.0,1,6.9,850.0,60740827.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,35,15
Oliver Twist,0,1,50000000.0,12.369935,4,130.0,1,6.7,283.0,42093706.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,16,34
The Greatest Game Ever Played,0,1,25000000.0,6.969342,1,120.0,1,6.9,112.0,15431177.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2005,1,6,6
Capote,0,1,7000000.0,6.01272,2,114.0,1,6.9,394.0,49084830.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,7,22,17
Into the Blue,1,1,50000000.0,10.022102,1,110.0,1,5.8,466.0,44434439.0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,3,9,9
Mirrormask,0,1,4000000.0,5.354783,2,101.0,1,6.6,107.0,866999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2005,2,4,13
The Curse of the Were-Rabbit,1,1,30000000.0,11.766244,2,85.0,1,6.8,660.0,192452832.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,2005,2,69,20
Kiss Kiss Bang Bang,0,1,15000000.0,11.76054,1,103.0,1,7.2,900.0,15785148.0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2005,2,22,22
Goal!: The Dream Begins,1,1,30000000.0,9.783762,2,118.0,2,6.6,244.0,27610873.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,20,17
The Wraith,0,1,2700000.0,7.657918,2,93.0,1,5.9,109.0,3500000.0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1986,3,13,15
55 Days at Peking,0,1,17000000.0,2.972529,1,154.0,1,6.5,38.0,10000000.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1963,2,13,17
The Squid and the Whale,0,1,1500000.0,10.952762,1,81.0,2,6.9,229.0,11098131.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,3,40,41
Two for the Money,0,1,35000000.0,9.003792,1,122.0,1,5.9,156.0,30526509.0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,2,21,20
Brokeback Mountain,0,1,14000000.0,11.787044,2,134.0,1,7.5,1531.0,178043761.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,4,34,15
Elizabethtown,0,1,57000000.0,11.82081,1,123.0,1,6.1,335.0,52034889.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,4,6,13
North Country,0,1,35000000.0,8.781298,1,126.0,1,6.9,127.0,25224242.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,12,17
"Good Night, and Good Luck.",0,1,7000000.0,7.523098,4,93.0,1,6.8,274.0,54600000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2005,7,19,21
The Proposition,0,1,2000000.0,9.387212,2,104.0,1,7.1,221.0,5048693.0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,2005,7,34,24
The Fog,0,1,18000000.0,9.929809,1,100.0,3,3.8,191.0,46201432.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,2,21,11
Shopgirl,0,1,10284523.0,4.349046,1,104.0,2,5.7,80.0,11588205.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,4,12,11
Stay,0,1,50000000.0,6.572049,1,99.0,1,6.5,346.0,8342132.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,2005,3,11,14
The Legend of Zorro,1,1,75000000.0,8.940007,2,129.0,3,5.9,909.0,142400065.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2005,2,19,17
The Weather Man,0,1,20000000.0,8.345866,2,101.0,2,6.0,292.0,12482775.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2005,3,20,11
Saw II,1,1,4000000.0,15.399863,1,92.0,1,6.3,1288.0,152925093.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,5,23,15
L'Empire des loups,0,0,24000000.0,9.255441,1,128.0,1,5.5,57.0,11875866.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2005,4,16,15
Manderlay,1,0,14200000.0,4.568999,7,139.0,1,6.9,81.0,674918.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,21,14,12
Damnation Alley,0,1,17000000.0,2.217704,1,91.0,2,5.0,27.0,8720000.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1977,1,21,18
Jarhead,1,1,72000000.0,9.997032,2,125.0,4,6.6,776.0,96889998.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2005,4,10,20
Chicken Little,0,1,150000000.0,18.584609,1,81.0,1,5.6,974.0,314432665.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2005,2,65,24
Joyeux Noël,0,0,22000000.0,7.846226,8,116.0,4,7.2,216.0,17709155.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,2005,7,57,15
Get Rich or Die Tryin',0,1,40000000.0,9.820229,1,117.0,1,6.3,188.0,46442528.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,26,21
Syriana,0,1,50000000.0,5.768575,1,128.0,6,6.3,455.0,94000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,6,48,31
Derailed,0,1,22000000.0,10.600475,2,108.0,2,6.1,322.0,57479076.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,22,19
Pride & Prejudice,0,1,28000000.0,14.439083,3,135.0,1,7.8,1406.0,121147947.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,5,20,19
Wolf Creek,1,1,1000000.0,7.483385,1,99.0,2,6.1,288.0,27762648.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2005,4,12,7
Harry Potter and the Goblet of Fire,1,1,150000000.0,24.903058,2,157.0,2,7.5,5758.0,895921036.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2005,3,30,65
Walk the Line,0,1,28000000.0,11.476443,2,136.0,2,7.3,732.0,186438883.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2005,5,65,45
Rent,0,1,40000000.0,9.530278,1,135.0,1,6.7,159.0,31670620.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,3,25,13
Zathura: A Space Adventure,0,1,65000000.0,10.695639,1,101.0,1,6.1,808.0,64321501.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2005,4,24,11
Bee Season,0,1,14000000.0,2.308846,1,104.0,1,5.2,26.0,6856989.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2005,0,1,5
"Yours, Mine & Ours",0,1,45000000.0,10.238422,1,90.0,1,5.7,233.0,72028752.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2005,8,3,19
Match Point,0,1,15000000.0,9.020372,5,124.0,1,7.2,1134.0,85306374.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2005,1,39,30
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",1,1,180000000.0,18.13542,2,143.0,2,6.7,2709.0,748806957.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,2005,2,29,24
